Cr,Ni,Mo,Mn,Si,Nb,Ti,Zr,Ta,V,W,Cu,N,C,B,P,S,Co,Al,Sn,Pb,Solution_treatment_temperature,Solution_treatment_time(s),Water_Quenched_after_s.t.,Air_Quenched_after_s.t.,Grains mm-2,Type of melting,Size of ingot,Product form,Temperature (K),0.2%proof_stress (M Pa),UTS (M Pa),Elongation (%),Area_reduction (%),Comments
17.8,12.2,0.05,1.66,0.49,0.82,0.018,0,0,0.038,0.0,0.03,0.0236,0.06,0.0012,0.023,0.006,0.27,0.023,0,0,,,,,207.9366135,1.0,3.35,1,298,260.0,580.0,63.0,74.0,NRIM/CDS/No28B/2001 AEB
17.8,12.2,0.05,1.66,0.49,0.82,0.018,0,0,0.038,0.0,0.03,0.0236,0.06,0.0012,0.023,0.006,0.27,0.023,0,0,,,,,207.9366135,1.0,3.35,1,373,229.0,492.0,50.0,77.0,NRIM/CDS/No28B/2001 AEB
17.8,12.2,0.05,1.66,0.49,0.82,0.018,0,0,0.038,0.0,0.03,0.0236,0.06,0.0012,0.023,0.006,0.27,0.023,0,0,,,,,207.9366135,1.0,3.35,1,473,199.0,453.0,42.0,74.0,NRIM/CDS/No28B/2001 AEB
17.8,12.2,0.05,1.66,0.49,0.82,0.018,0,0,0.038,0.0,0.03,0.0236,0.06,0.0012,0.023,0.006,0.27,0.023,0,0,,,,,207.9366135,1.0,3.35,1,573,188.0,441.0,38.0,72.0,NRIM/CDS/No28B/2001 AEB
17.8,12.2,0.05,1.66,0.49,0.82,0.018,0,0,0.038,0.0,0.03,0.0236,0.06,0.0012,0.023,0.006,0.27,0.023,0,0,,,,,207.9366135,1.0,3.35,1,673,169.0,443.0,38.0,69.0,NRIM/CDS/No28B/2001 AEB
17.8,12.2,0.05,1.66,0.49,0.82,0.018,0,0,0.038,0.0,0.03,0.0236,0.06,0.0012,0.023,0.006,0.27,0.023,0,0,,,,,207.9366135,1.0,3.35,1,773,168.0,442.0,38.0,68.0,NRIM/CDS/No28B/2001 AEB
17.8,12.2,0.05,1.66,0.49,0.82,0.018,0,0,0.038,0.0,0.03,0.0236,0.06,0.0012,0.023,0.006,0.27,0.023,0,0,,,,,207.9366135,1.0,3.35,1,823,174.0,428.0,38.0,67.0,NRIM/CDS/No28B/2001 AEB
17.8,12.2,0.05,1.66,0.49,0.82,0.018,0,0,0.038,0.0,0.03,0.0236,0.06,0.0012,0.023,0.006,0.27,0.023,0,0,,,,,207.9366135,1.0,3.35,1,873,167.0,410.0,38.0,66.0,NRIM/CDS/No28B/2001 AEB
17.8,12.2,0.05,1.66,0.49,0.82,0.018,0,0,0.038,0.0,0.03,0.0236,0.06,0.0012,0.023,0.006,0.27,0.023,0,0,,,,,207.9366135,1.0,3.35,1,923,158.0,385.0,34.0,55.0,NRIM/CDS/No28B/2001 AEB
17.8,12.2,0.05,1.66,0.49,0.82,0.018,0,0,0.038,0.0,0.03,0.0236,0.06,0.0012,0.023,0.006,0.27,0.023,0,0,,,,,207.9366135,1.0,3.35,1,973,161.0,331.0,16.0,20.0,NRIM/CDS/No28B/2001 AEB
17.8,12.2,0.05,1.66,0.49,0.82,0.018,0,0,0.038,0.0,0.03,0.0236,0.06,0.0012,0.023,0.006,0.27,0.023,0,0,,,,,207.9366135,1.0,3.35,1,1023,165.0,279.0,11.0,16.0,NRIM/CDS/No28B/2001 AEB
17.95,12.2,0.1,1.73,0.62,0.72,0.019,0,0,0.032,0.0,0.04,0.0216,0.07,0.0016,0.024,0.007,0.29,0.012,0,0,,,,,315.1729698,1.0,3.35,1,298,240.0,560.0,66.0,78.0,NRIM/CDS/No28B/2001 AEC
17.95,12.2,0.1,1.73,0.62,0.72,0.019,0,0,0.032,0.0,0.04,0.0216,0.07,0.0016,0.024,0.007,0.29,0.012,0,0,,,,,315.1729698,1.0,3.35,1,373,226.0,494.0,51.0,77.0,NRIM/CDS/No28B/2001 AEC
17.95,12.2,0.1,1.73,0.62,0.72,0.019,0,0,0.032,0.0,0.04,0.0216,0.07,0.0016,0.024,0.007,0.29,0.012,0,0,,,,,315.1729698,1.0,3.35,1,473,181.0,453.0,43.0,74.0,NRIM/CDS/No28B/2001 AEC
17.95,12.2,0.1,1.73,0.62,0.72,0.019,0,0,0.032,0.0,0.04,0.0216,0.07,0.0016,0.024,0.007,0.29,0.012,0,0,,,,,315.1729698,1.0,3.35,1,573,181.0,444.0,42.0,68.0,NRIM/CDS/No28B/2001 AEC
17.95,12.2,0.1,1.73,0.62,0.72,0.019,0,0,0.032,0.0,0.04,0.0216,0.07,0.0016,0.024,0.007,0.29,0.012,0,0,,,,,315.1729698,1.0,3.35,1,673,167.0,442.0,41.0,67.0,NRIM/CDS/No28B/2001 AEC
17.95,12.2,0.1,1.73,0.62,0.72,0.019,0,0,0.032,0.0,0.04,0.0216,0.07,0.0016,0.024,0.007,0.29,0.012,0,0,,,,,315.1729698,1.0,3.35,1,773,161.0,436.0,41.0,64.0,NRIM/CDS/No28B/2001 AEC
17.95,12.2,0.1,1.73,0.62,0.72,0.019,0,0,0.032,0.0,0.04,0.0216,0.07,0.0016,0.024,0.007,0.29,0.012,0,0,,,,,315.1729698,1.0,3.35,1,823,159.0,424.0,37.0,61.0,NRIM/CDS/No28B/2001 AEC
17.95,12.2,0.1,1.73,0.62,0.72,0.019,0,0,0.032,0.0,0.04,0.0216,0.07,0.0016,0.024,0.007,0.29,0.012,0,0,,,,,315.1729698,1.0,3.35,1,873,129.0,413.0,39.0,68.0,NRIM/CDS/No28B/2001 AEC
17.95,12.2,0.1,1.73,0.62,0.72,0.019,0,0,0.032,0.0,0.04,0.0216,0.07,0.0016,0.024,0.007,0.29,0.012,0,0,,,,,315.1729698,1.0,3.35,1,923,144.0,389.0,39.0,64.0,NRIM/CDS/No28B/2001 AEC
17.95,12.2,0.1,1.73,0.62,0.72,0.019,0,0,0.032,0.0,0.04,0.0216,0.07,0.0016,0.024,0.007,0.29,0.012,0,0,,,,,315.1729698,1.0,3.35,1,973,152.0,362.0,36.0,54.0,NRIM/CDS/No28B/2001 AEC
17.95,12.2,0.1,1.73,0.62,0.72,0.019,0,0,0.032,0.0,0.04,0.0216,0.07,0.0016,0.024,0.007,0.29,0.012,0,0,,,,,315.1729698,1.0,3.35,1,1023,146.0,312.0,34.0,44.0,NRIM/CDS/No28B/2001 AEC
17.61,12.5,0.06,1.73,0.82,0.79,0.019,0,0,0.032,0.0,0.1,0.02,0.04,0.0004,0.022,0.009,0.33,0.013,0,0,1473.0,1200.0,1.0,0.0,168.8970126,1.0,6.0,1,298,210.0,580.0,61.0,77.0,NRIM/CDS/No28B/2001 AED
17.61,12.5,0.06,1.73,0.82,0.79,0.019,0,0,0.032,0.0,0.1,0.02,0.04,0.0004,0.022,0.009,0.33,0.013,0,0,1473.0,1200.0,1.0,0.0,168.8970126,1.0,6.0,1,573,158.0,430.0,37.0,70.0,NRIM/CDS/No28B/2001 AED
17.61,12.5,0.06,1.73,0.82,0.79,0.019,0,0,0.032,0.0,0.1,0.02,0.04,0.0004,0.022,0.009,0.33,0.013,0,0,1473.0,1200.0,1.0,0.0,168.8970126,1.0,6.0,1,673,141.0,436.0,39.0,70.0,NRIM/CDS/No28B/2001 AED
17.61,12.5,0.06,1.73,0.82,0.79,0.019,0,0,0.032,0.0,0.1,0.02,0.04,0.0004,0.022,0.009,0.33,0.013,0,0,1473.0,1200.0,1.0,0.0,168.8970126,1.0,6.0,1,773,151.0,430.0,37.0,65.0,NRIM/CDS/No28B/2001 AED
17.61,12.5,0.06,1.73,0.82,0.79,0.019,0,0,0.032,0.0,0.1,0.02,0.04,0.0004,0.022,0.009,0.33,0.013,0,0,1473.0,1200.0,1.0,0.0,168.8970126,1.0,6.0,1,823,138.0,414.0,37.0,64.0,NRIM/CDS/No28B/2001 AED
17.61,12.5,0.06,1.73,0.82,0.79,0.019,0,0,0.032,0.0,0.1,0.02,0.04,0.0004,0.022,0.009,0.33,0.013,0,0,1473.0,1200.0,1.0,0.0,168.8970126,1.0,6.0,1,873,135.0,398.0,35.0,67.0,NRIM/CDS/No28B/2001 AED
17.61,12.5,0.06,1.73,0.82,0.79,0.019,0,0,0.032,0.0,0.1,0.02,0.04,0.0004,0.022,0.009,0.33,0.013,0,0,1473.0,1200.0,1.0,0.0,168.8970126,1.0,6.0,1,923,127.0,370.0,30.0,43.0,NRIM/CDS/No28B/2001 AED
17.61,12.5,0.06,1.73,0.82,0.79,0.019,0,0,0.032,0.0,0.1,0.02,0.04,0.0004,0.022,0.009,0.33,0.013,0,0,1473.0,1200.0,1.0,0.0,168.8970126,1.0,6.0,1,973,143.0,315.0,18.0,19.0,NRIM/CDS/No28B/2001 AED
17.61,12.5,0.06,1.73,0.82,0.79,0.019,0,0,0.032,0.0,0.1,0.02,0.04,0.0004,0.022,0.009,0.33,0.013,0,0,1473.0,1200.0,1.0,0.0,168.8970126,1.0,6.0,1,1023,117.0,256.0,11.0,14.0,NRIM/CDS/No28B/2001 AED
17.26,12.21,0.07,1.7,0.8,0.77,0.018,0,0,0.032,0.0,0.09,0.021,0.05,0.0003,0.019,0.011,0.33,0.012,0,0,1473.0,1200.0,1.0,0.0,128.0,1.0,6.0,1,298,205.0,580.0,62.0,76.0,NRIM/CDS/No28B/2001 AEE
17.26,12.21,0.07,1.7,0.8,0.77,0.018,0,0,0.032,0.0,0.09,0.021,0.05,0.0003,0.019,0.011,0.33,0.012,0,0,1473.0,1200.0,1.0,0.0,128.0,1.0,6.0,1,373,200.0,492.0,50.0,77.0,NRIM/CDS/No28B/2001 AEE
17.26,12.21,0.07,1.7,0.8,0.77,0.018,0,0,0.032,0.0,0.09,0.021,0.05,0.0003,0.019,0.011,0.33,0.012,0,0,1473.0,1200.0,1.0,0.0,128.0,1.0,6.0,1,473,162.0,445.0,43.0,75.0,NRIM/CDS/No28B/2001 AEE
17.26,12.21,0.07,1.7,0.8,0.77,0.018,0,0,0.032,0.0,0.09,0.021,0.05,0.0003,0.019,0.011,0.33,0.012,0,0,1473.0,1200.0,1.0,0.0,128.0,1.0,6.0,1,573,141.0,430.0,39.0,72.0,NRIM/CDS/No28B/2001 AEE
17.26,12.21,0.07,1.7,0.8,0.77,0.018,0,0,0.032,0.0,0.09,0.021,0.05,0.0003,0.019,0.011,0.33,0.012,0,0,1473.0,1200.0,1.0,0.0,128.0,1.0,6.0,1,673,143.0,434.0,38.0,66.0,NRIM/CDS/No28B/2001 AEE
17.26,12.21,0.07,1.7,0.8,0.77,0.018,0,0,0.032,0.0,0.09,0.021,0.05,0.0003,0.019,0.011,0.33,0.012,0,0,1473.0,1200.0,1.0,0.0,128.0,1.0,6.0,1,773,116.0,415.0,39.0,66.0,NRIM/CDS/No28B/2001 AEE
17.26,12.21,0.07,1.7,0.8,0.77,0.018,0,0,0.032,0.0,0.09,0.021,0.05,0.0003,0.019,0.011,0.33,0.012,0,0,1473.0,1200.0,1.0,0.0,128.0,1.0,6.0,1,823,128.0,412.0,38.0,68.0,NRIM/CDS/No28B/2001 AEE
17.26,12.21,0.07,1.7,0.8,0.77,0.018,0,0,0.032,0.0,0.09,0.021,0.05,0.0003,0.019,0.011,0.33,0.012,0,0,1473.0,1200.0,1.0,0.0,128.0,1.0,6.0,1,873,130.0,400.0,36.0,66.0,NRIM/CDS/No28B/2001 AEE
17.26,12.21,0.07,1.7,0.8,0.77,0.018,0,0,0.032,0.0,0.09,0.021,0.05,0.0003,0.019,0.011,0.33,0.012,0,0,1473.0,1200.0,1.0,0.0,128.0,1.0,6.0,1,923,135.0,371.0,30.0,42.0,NRIM/CDS/No28B/2001 AEE
17.26,12.21,0.07,1.7,0.8,0.77,0.018,0,0,0.032,0.0,0.09,0.021,0.05,0.0003,0.019,0.011,0.33,0.012,0,0,1473.0,1200.0,1.0,0.0,128.0,1.0,6.0,1,973,129.0,317.0,16.0,18.0,NRIM/CDS/No28B/2001 AEE
17.26,12.21,0.07,1.7,0.8,0.77,0.018,0,0,0.032,0.0,0.09,0.021,0.05,0.0003,0.019,0.011,0.33,0.012,0,0,1473.0,1200.0,1.0,0.0,128.0,1.0,6.0,1,1023,142.0,265.0,11.0,14.0,NRIM/CDS/No28B/2001 AEE
17.89,12.55,0.11,1.74,0.77,0.77,0.02,0,0,0.033,0.0,0.09,0.016,0.05,0.0004,0.025,0.007,0.37,0.004,0,0,1473.0,1200.0,1.0,0.0,68.5935016,1.0,6.0,1,298,215.0,560.0,65.0,77.0,NRIM/CDS/No28B/2001 AEF
17.89,12.55,0.11,1.74,0.77,0.77,0.02,0,0,0.033,0.0,0.09,0.016,0.05,0.0004,0.025,0.007,0.37,0.004,0,0,1473.0,1200.0,1.0,0.0,68.5935016,1.0,6.0,1,373,188.0,482.0,52.0,76.0,NRIM/CDS/No28B/2001 AEF
17.89,12.55,0.11,1.74,0.77,0.77,0.02,0,0,0.033,0.0,0.09,0.016,0.05,0.0004,0.025,0.007,0.37,0.004,0,0,1473.0,1200.0,1.0,0.0,68.5935016,1.0,6.0,1,473,154.0,439.0,44.0,75.0,NRIM/CDS/No28B/2001 AEF
17.89,12.55,0.11,1.74,0.77,0.77,0.02,0,0,0.033,0.0,0.09,0.016,0.05,0.0004,0.025,0.007,0.37,0.004,0,0,1473.0,1200.0,1.0,0.0,68.5935016,1.0,6.0,1,573,156.0,425.0,36.0,68.0,NRIM/CDS/No28B/2001 AEF
17.89,12.55,0.11,1.74,0.77,0.77,0.02,0,0,0.033,0.0,0.09,0.016,0.05,0.0004,0.025,0.007,0.37,0.004,0,0,1473.0,1200.0,1.0,0.0,68.5935016,1.0,6.0,1,673,130.0,431.0,41.0,66.0,NRIM/CDS/No28B/2001 AEF
17.89,12.55,0.11,1.74,0.77,0.77,0.02,0,0,0.033,0.0,0.09,0.016,0.05,0.0004,0.025,0.007,0.37,0.004,0,0,1473.0,1200.0,1.0,0.0,68.5935016,1.0,6.0,1,773,120.0,426.0,40.0,64.0,NRIM/CDS/No28B/2001 AEF
17.89,12.55,0.11,1.74,0.77,0.77,0.02,0,0,0.033,0.0,0.09,0.016,0.05,0.0004,0.025,0.007,0.37,0.004,0,0,1473.0,1200.0,1.0,0.0,68.5935016,1.0,6.0,1,823,120.0,412.0,39.0,62.0,NRIM/CDS/No28B/2001 AEF
17.89,12.55,0.11,1.74,0.77,0.77,0.02,0,0,0.033,0.0,0.09,0.016,0.05,0.0004,0.025,0.007,0.37,0.004,0,0,1473.0,1200.0,1.0,0.0,68.5935016,1.0,6.0,1,873,120.0,395.0,37.0,62.0,NRIM/CDS/No28B/2001 AEF
17.89,12.55,0.11,1.74,0.77,0.77,0.02,0,0,0.033,0.0,0.09,0.016,0.05,0.0004,0.025,0.007,0.37,0.004,0,0,1473.0,1200.0,1.0,0.0,68.5935016,1.0,6.0,1,923,116.0,374.0,32.0,48.0,NRIM/CDS/No28B/2001 AEF
17.89,12.55,0.11,1.74,0.77,0.77,0.02,0,0,0.033,0.0,0.09,0.016,0.05,0.0004,0.025,0.007,0.37,0.004,0,0,1473.0,1200.0,1.0,0.0,68.5935016,1.0,6.0,1,973,135.0,312.0,16.0,19.0,NRIM/CDS/No28B/2001 AEF
17.89,12.55,0.11,1.74,0.77,0.77,0.02,0,0,0.033,0.0,0.09,0.016,0.05,0.0004,0.025,0.007,0.37,0.004,0,0,1473.0,1200.0,1.0,0.0,68.5935016,1.0,6.0,1,1023,128.0,268.0,12.0,14.0,NRIM/CDS/No28B/2001 AEF
17.56,12.24,0.15,1.81,0.63,0.87,0.019,0,0,0.041,0.0,0.14,0.0222,0.053,0.0027,0.027,0.011,0.3,0.008,0,0,1403.0,,1.0,0.0,294.0667789,1.0,3.0,1,298,250.0,580.0,63.0,74.0,NRIM/CDS/No28B/2001 AEG
17.56,12.24,0.15,1.81,0.63,0.87,0.019,0,0,0.041,0.0,0.14,0.0222,0.053,0.0027,0.027,0.011,0.3,0.008,0,0,1403.0,,1.0,0.0,294.0667789,1.0,3.0,1,373,235.0,496.0,52.0,76.0,NRIM/CDS/No28B/2001 AEG
17.56,12.24,0.15,1.81,0.63,0.87,0.019,0,0,0.041,0.0,0.14,0.0222,0.053,0.0027,0.027,0.011,0.3,0.008,0,0,1403.0,,1.0,0.0,294.0667789,1.0,3.0,1,473,204.0,449.0,41.0,72.0,NRIM/CDS/No28B/2001 AEG
17.56,12.24,0.15,1.81,0.63,0.87,0.019,0,0,0.041,0.0,0.14,0.0222,0.053,0.0027,0.027,0.011,0.3,0.008,0,0,1403.0,,1.0,0.0,294.0667789,1.0,3.0,1,573,192.0,430.0,37.0,67.0,NRIM/CDS/No28B/2001 AEG
17.56,12.24,0.15,1.81,0.63,0.87,0.019,0,0,0.041,0.0,0.14,0.0222,0.053,0.0027,0.027,0.011,0.3,0.008,0,0,1403.0,,1.0,0.0,294.0667789,1.0,3.0,1,673,190.0,434.0,37.0,66.0,NRIM/CDS/No28B/2001 AEG
17.56,12.24,0.15,1.81,0.63,0.87,0.019,0,0,0.041,0.0,0.14,0.0222,0.053,0.0027,0.027,0.011,0.3,0.008,0,0,1403.0,,1.0,0.0,294.0667789,1.0,3.0,1,773,168.0,427.0,36.0,62.0,NRIM/CDS/No28B/2001 AEG
17.56,12.24,0.15,1.81,0.63,0.87,0.019,0,0,0.041,0.0,0.14,0.0222,0.053,0.0027,0.027,0.011,0.3,0.008,0,0,1403.0,,1.0,0.0,294.0667789,1.0,3.0,1,823,174.0,414.0,34.0,62.0,NRIM/CDS/No28B/2001 AEG
17.56,12.24,0.15,1.81,0.63,0.87,0.019,0,0,0.041,0.0,0.14,0.0222,0.053,0.0027,0.027,0.011,0.3,0.008,0,0,1403.0,,1.0,0.0,294.0667789,1.0,3.0,1,873,172.0,396.0,36.0,63.0,NRIM/CDS/No28B/2001 AEG
17.56,12.24,0.15,1.81,0.63,0.87,0.019,0,0,0.041,0.0,0.14,0.0222,0.053,0.0027,0.027,0.011,0.3,0.008,0,0,1403.0,,1.0,0.0,294.0667789,1.0,3.0,1,923,153.0,367.0,35.0,65.0,NRIM/CDS/No28B/2001 AEG
17.56,12.24,0.15,1.81,0.63,0.87,0.019,0,0,0.041,0.0,0.14,0.0222,0.053,0.0027,0.027,0.011,0.3,0.008,0,0,1403.0,,1.0,0.0,294.0667789,1.0,3.0,1,973,160.0,327.0,35.0,54.0,NRIM/CDS/No28B/2001 AEG
17.56,12.24,0.15,1.81,0.63,0.87,0.019,0,0,0.041,0.0,0.14,0.0222,0.053,0.0027,0.027,0.011,0.3,0.008,0,0,1403.0,,1.0,0.0,294.0667789,1.0,3.0,1,1023,158.0,272.0,37.0,49.0,NRIM/CDS/No28B/2001 AEG
18.05,12.13,0.06,1.76,0.49,0.88,0.036,0,0,0.036,0.0,0.08,0.0241,0.065,0.0018,0.019,0.027,0.22,0.007,0,0,1403.0,,1.0,0.0,222.8609442,1.0,3.0,1,298,250.0,570.0,61.0,72.0,NRIM/CDS/No28B/2001 AEH
18.05,12.13,0.06,1.76,0.49,0.88,0.036,0,0,0.036,0.0,0.08,0.0241,0.065,0.0018,0.019,0.027,0.22,0.007,0,0,1403.0,,1.0,0.0,222.8609442,1.0,3.0,1,373,222.0,492.0,50.0,72.0,NRIM/CDS/No28B/2001 AEH
18.05,12.13,0.06,1.76,0.49,0.88,0.036,0,0,0.036,0.0,0.08,0.0241,0.065,0.0018,0.019,0.027,0.22,0.007,0,0,1403.0,,1.0,0.0,222.8609442,1.0,3.0,1,473,201.0,443.0,40.0,70.0,NRIM/CDS/No28B/2001 AEH
18.05,12.13,0.06,1.76,0.49,0.88,0.036,0,0,0.036,0.0,0.08,0.0241,0.065,0.0018,0.019,0.027,0.22,0.007,0,0,1403.0,,1.0,0.0,222.8609442,1.0,3.0,1,573,181.0,416.0,36.0,68.0,NRIM/CDS/No28B/2001 AEH
18.05,12.13,0.06,1.76,0.49,0.88,0.036,0,0,0.036,0.0,0.08,0.0241,0.065,0.0018,0.019,0.027,0.22,0.007,0,0,1403.0,,1.0,0.0,222.8609442,1.0,3.0,1,673,177.0,427.0,37.0,64.0,NRIM/CDS/No28B/2001 AEH
18.05,12.13,0.06,1.76,0.49,0.88,0.036,0,0,0.036,0.0,0.08,0.0241,0.065,0.0018,0.019,0.027,0.22,0.007,0,0,1403.0,,1.0,0.0,222.8609442,1.0,3.0,1,773,171.0,420.0,35.0,62.0,NRIM/CDS/No28B/2001 AEH
18.05,12.13,0.06,1.76,0.49,0.88,0.036,0,0,0.036,0.0,0.08,0.0241,0.065,0.0018,0.019,0.027,0.22,0.007,0,0,1403.0,,1.0,0.0,222.8609442,1.0,3.0,1,823,169.0,407.0,34.0,63.0,NRIM/CDS/No28B/2001 AEH
18.05,12.13,0.06,1.76,0.49,0.88,0.036,0,0,0.036,0.0,0.08,0.0241,0.065,0.0018,0.019,0.027,0.22,0.007,0,0,1403.0,,1.0,0.0,222.8609442,1.0,3.0,1,873,168.0,391.0,36.0,62.0,NRIM/CDS/No28B/2001 AEH
18.05,12.13,0.06,1.76,0.49,0.88,0.036,0,0,0.036,0.0,0.08,0.0241,0.065,0.0018,0.019,0.027,0.22,0.007,0,0,1403.0,,1.0,0.0,222.8609442,1.0,3.0,1,923,148.0,353.0,36.0,61.0,NRIM/CDS/No28B/2001 AEH
18.05,12.13,0.06,1.76,0.49,0.88,0.036,0,0,0.036,0.0,0.08,0.0241,0.065,0.0018,0.019,0.027,0.22,0.007,0,0,1403.0,,1.0,0.0,222.8609442,1.0,3.0,1,973,153.0,312.0,29.0,35.0,NRIM/CDS/No28B/2001 AEH
18.05,12.13,0.06,1.76,0.49,0.88,0.036,0,0,0.036,0.0,0.08,0.0241,0.065,0.0018,0.019,0.027,0.22,0.007,0,0,1403.0,,1.0,0.0,222.8609442,1.0,3.0,1,1023,143.0,262.0,27.0,31.0,NRIM/CDS/No28B/2001 AEH
17.7,12.38,0.19,1.82,0.54,0.87,0.019,0,0,0.042,0.0,0.11,0.0223,0.06,0.002,0.028,0.012,0.28,0.007,0,0,1403.0,,1.0,0.0,294.0667789,1.0,3.0,1,298,250.0,580.0,61.0,74.0,NRIM/CDS/No28B/2001 AEJ
17.7,12.38,0.19,1.82,0.54,0.87,0.019,0,0,0.042,0.0,0.11,0.0223,0.06,0.002,0.028,0.012,0.28,0.007,0,0,1403.0,,1.0,0.0,294.0667789,1.0,3.0,1,373,245.0,507.0,50.0,74.0,NRIM/CDS/No28B/2001 AEJ
17.7,12.38,0.19,1.82,0.54,0.87,0.019,0,0,0.042,0.0,0.11,0.0223,0.06,0.002,0.028,0.012,0.28,0.007,0,0,1403.0,,1.0,0.0,294.0667789,1.0,3.0,1,473,209.0,452.0,42.0,72.0,NRIM/CDS/No28B/2001 AEJ
17.7,12.38,0.19,1.82,0.54,0.87,0.019,0,0,0.042,0.0,0.11,0.0223,0.06,0.002,0.028,0.012,0.28,0.007,0,0,1403.0,,1.0,0.0,294.0667789,1.0,3.0,1,573,206.0,437.0,36.0,68.0,NRIM/CDS/No28B/2001 AEJ
17.7,12.38,0.19,1.82,0.54,0.87,0.019,0,0,0.042,0.0,0.11,0.0223,0.06,0.002,0.028,0.012,0.28,0.007,0,0,1403.0,,1.0,0.0,294.0667789,1.0,3.0,1,673,190.0,442.0,36.0,67.0,NRIM/CDS/No28B/2001 AEJ
17.7,12.38,0.19,1.82,0.54,0.87,0.019,0,0,0.042,0.0,0.11,0.0223,0.06,0.002,0.028,0.012,0.28,0.007,0,0,1403.0,,1.0,0.0,294.0667789,1.0,3.0,1,773,183.0,432.0,36.0,64.0,NRIM/CDS/No28B/2001 AEJ
17.7,12.38,0.19,1.82,0.54,0.87,0.019,0,0,0.042,0.0,0.11,0.0223,0.06,0.002,0.028,0.012,0.28,0.007,0,0,1403.0,,1.0,0.0,294.0667789,1.0,3.0,1,823,179.0,416.0,36.0,66.0,NRIM/CDS/No28B/2001 AEJ
17.7,12.38,0.19,1.82,0.54,0.87,0.019,0,0,0.042,0.0,0.11,0.0223,0.06,0.002,0.028,0.012,0.28,0.007,0,0,1403.0,,1.0,0.0,294.0667789,1.0,3.0,1,873,170.0,398.0,36.0,64.0,NRIM/CDS/No28B/2001 AEJ
17.7,12.38,0.19,1.82,0.54,0.87,0.019,0,0,0.042,0.0,0.11,0.0223,0.06,0.002,0.028,0.012,0.28,0.007,0,0,1403.0,,1.0,0.0,294.0667789,1.0,3.0,1,923,170.0,371.0,34.0,66.0,NRIM/CDS/No28B/2001 AEJ
17.7,12.38,0.19,1.82,0.54,0.87,0.019,0,0,0.042,0.0,0.11,0.0223,0.06,0.002,0.028,0.012,0.28,0.007,0,0,1403.0,,1.0,0.0,294.0667789,1.0,3.0,1,973,166.0,328.0,39.0,58.0,NRIM/CDS/No28B/2001 AEJ
17.7,12.38,0.19,1.82,0.54,0.87,0.019,0,0,0.042,0.0,0.11,0.0223,0.06,0.002,0.028,0.012,0.28,0.007,0,0,1403.0,,1.0,0.0,294.0667789,1.0,3.0,1,1023,161.0,278.0,39.0,52.0,NRIM/CDS/No28B/2001 AEJ
18.55,9.0,0.1,0.96,0.63,0.01,0.02,0,0,0.057,0.0,0.02,0.02,0.07,0.001,0.028,0.004,0.22,0.002,0,0,1373.0,1800.0,1.0,0.0,181.019336,1.0,15.8,2,298,245.0,630.0,65.0,77.0,NRIM/CDS/No32A/1995 AbW
18.55,9.0,0.1,0.96,0.63,0.01,0.02,0,0,0.057,0.0,0.02,0.02,0.07,0.001,0.028,0.004,0.22,0.002,0,0,1373.0,1800.0,1.0,0.0,181.019336,1.0,15.8,2,373,206.0,500.0,61.0,81.0,NRIM/CDS/No32A/1995 AbW
18.55,9.0,0.1,0.96,0.63,0.01,0.02,0,0,0.057,0.0,0.02,0.02,0.07,0.001,0.028,0.004,0.22,0.002,0,0,1373.0,1800.0,1.0,0.0,181.019336,1.0,15.8,2,473,183.0,457.0,47.0,81.0,NRIM/CDS/No32A/1995 AbW
18.55,9.0,0.1,0.96,0.63,0.01,0.02,0,0,0.057,0.0,0.02,0.02,0.07,0.001,0.028,0.004,0.22,0.002,0,0,1373.0,1800.0,1.0,0.0,181.019336,1.0,15.8,2,573,140.0,460.0,46.0,75.0,NRIM/CDS/No32A/1995 AbW
18.55,9.0,0.1,0.96,0.63,0.01,0.02,0,0,0.057,0.0,0.02,0.02,0.07,0.001,0.028,0.004,0.22,0.002,0,0,1373.0,1800.0,1.0,0.0,181.019336,1.0,15.8,2,673,161.0,458.0,47.0,73.0,NRIM/CDS/No32A/1995 AbW
18.55,9.0,0.1,0.96,0.63,0.01,0.02,0,0,0.057,0.0,0.02,0.02,0.07,0.001,0.028,0.004,0.22,0.002,0,0,1373.0,1800.0,1.0,0.0,181.019336,1.0,15.8,2,773,151.0,430.0,45.0,72.0,NRIM/CDS/No32A/1995 AbW
18.55,9.0,0.1,0.96,0.63,0.01,0.02,0,0,0.057,0.0,0.02,0.02,0.07,0.001,0.028,0.004,0.22,0.002,0,0,1373.0,1800.0,1.0,0.0,181.019336,1.0,15.8,2,823,149.0,402.0,44.0,70.0,NRIM/CDS/No32A/1995 AbW
18.55,9.0,0.1,0.96,0.63,0.01,0.02,0,0,0.057,0.0,0.02,0.02,0.07,0.001,0.028,0.004,0.22,0.002,0,0,1373.0,1800.0,1.0,0.0,181.019336,1.0,15.8,2,873,141.0,370.0,46.0,73.0,NRIM/CDS/No32A/1995 AbW
18.55,9.0,0.1,0.96,0.63,0.01,0.02,0,0,0.057,0.0,0.02,0.02,0.07,0.001,0.028,0.004,0.22,0.002,0,0,1373.0,1800.0,1.0,0.0,181.019336,1.0,15.8,2,923,134.0,313.0,55.0,76.0,NRIM/CDS/No32A/1995 AbW
