Cr,Ni,Mo,Mn,Si,Nb,Ti,Zr,Ta,V,W,Cu,N,C,B,P,S,Co,Al,Sn,Pb,Solution_treatment_temperature,Solution_treatment_time(s),Water_Quenched_after_s.t.,Air_Quenched_after_s.t.,Grains mm-2,Type of melting,Size of ingot,Product form,Temperature (K),0.2%proof_stress (M Pa),UTS (M Pa),Elongation (%),Area_reduction (%),Comments
18.0,12.2,2.4,1.41,0.49,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.04,0.0,0.026,0.013,0.0,0.0,0,0,1323.0,,1.0,0.0,,1.0,,1,293,288.31551,585.457005,58.0,,
18.0,12.2,2.4,1.41,0.49,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.04,0.0,0.026,0.013,0.0,0.0,0,0,1323.0,,1.0,0.0,,1.0,,1,523,194.17167,488.37117,42.0,,
18.0,12.2,2.4,1.41,0.49,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.04,0.0,0.026,0.013,0.0,0.0,0,0,1323.0,,1.0,0.0,,1.0,,1,573,190.24901,481.506515,40.0,,
18.0,12.2,2.4,1.41,0.49,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.04,0.0,0.026,0.013,0.0,0.0,0,0,1323.0,,1.0,0.0,,1.0,,1,623,190.24901,478.56452,40.0,,
18.0,12.2,2.4,1.41,0.49,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.04,0.0,0.026,0.013,0.0,0.0,0,0,1323.0,,1.0,0.0,,1.0,,1,723,184.36502,472.68053,39.0,,
18.0,12.2,2.4,1.41,0.49,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.04,0.0,0.026,0.013,0.0,0.0,0,0,1323.0,,1.0,0.0,,1.0,,1,773,169.655045,459.931885,44.0,,
18.0,12.2,2.4,1.41,0.49,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.04,0.0,0.026,0.013,0.0,0.0,0,0,1323.0,,1.0,0.0,,1.0,,1,823,167.693715,462.87388,41.0,,
18.0,12.2,2.4,1.41,0.49,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.04,0.0,0.026,0.013,0.0,0.0,0,0,1323.0,,1.0,0.0,,1.0,,1,873,164.75172,434.434595,38.0,,
18.0,12.2,2.4,1.41,0.49,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.04,0.0,0.026,0.013,0.0,0.0,0,0,1323.0,,1.0,0.0,,1.0,,1,923,156.9064,399.130655,43.0,,
17.1,11.8,2.46,1.57,0.32,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.04,0.0,0.026,0.018,0.0,0.0,0,0,1348.0,,0.0,1.0,,1.0,,1,293,270.66354,588.399,49.0,,
17.1,11.8,2.46,1.57,0.32,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.04,0.0,0.026,0.018,0.0,0.0,0,0,1348.0,,0.0,1.0,,1.0,,1,523,191.229675,478.56452,38.0,,
17.1,11.8,2.46,1.57,0.32,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.04,0.0,0.026,0.018,0.0,0.0,0,0,1348.0,,0.0,1.0,,1.0,,1,573,187.307015,473.661195,35.0,,
17.1,11.8,2.46,1.57,0.32,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.04,0.0,0.026,0.018,0.0,0.0,0,0,1348.0,,0.0,1.0,,1.0,,1,623,180.44236,473.661195,29.0,,
17.1,11.8,2.46,1.57,0.32,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.04,0.0,0.026,0.018,0.0,0.0,0,0,1348.0,,0.0,1.0,,1.0,,1,673,175.539035,478.56452,36.0,,
17.1,11.8,2.46,1.57,0.32,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.04,0.0,0.026,0.018,0.0,0.0,0,0,1348.0,,0.0,1.0,,1.0,,1,723,171.616375,471.699865,37.0,,
17.1,11.8,2.46,1.57,0.32,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.04,0.0,0.026,0.018,0.0,0.0,0,0,1348.0,,0.0,1.0,,1.0,,1,773,161.809725,462.87388,37.0,,
17.1,11.8,2.46,1.57,0.32,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.04,0.0,0.026,0.018,0.0,0.0,0,0,1348.0,,0.0,1.0,,1.0,,1,823,166.71305,441.29925,32.0,,
17.1,11.8,2.46,1.57,0.32,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.04,0.0,0.026,0.018,0.0,0.0,0,0,1348.0,,0.0,1.0,,1.0,,1,873,159.848395,414.821295,33.0,,
17.1,11.8,2.46,1.57,0.32,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.04,0.0,0.026,0.018,0.0,0.0,0,0,1348.0,,0.0,1.0,,1.0,,1,923,152.98374,390.30467,34.0,,
16.8,11.53,2.47,1.4,0.26,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.05,0.0,0.024,0.014,0.0,0.0,0,0,1348.0,,0.0,1.0,,1.0,,1,293,252.030905,578.59235,66.0,,
16.8,11.53,2.47,1.4,0.26,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.05,0.0,0.024,0.014,0.0,0.0,0,0,1348.0,,0.0,1.0,,1.0,,1,523,163.771055,466.79654,50.0,,
16.8,11.53,2.47,1.4,0.26,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.05,0.0,0.024,0.014,0.0,0.0,0,0,1348.0,,0.0,1.0,,1.0,,1,573,169.655045,470.7192,47.0,,
16.8,11.53,2.47,1.4,0.26,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.05,0.0,0.024,0.014,0.0,0.0,0,0,1348.0,,0.0,1.0,,1.0,,1,623,150.041745,469.738535,52.0,,
16.8,11.53,2.47,1.4,0.26,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.05,0.0,0.024,0.014,0.0,0.0,0,0,1348.0,,0.0,1.0,,1.0,,1,673,160.82906,469.738535,47.0,,
16.8,11.53,2.47,1.4,0.26,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.05,0.0,0.024,0.014,0.0,0.0,0,0,1348.0,,0.0,1.0,,1.0,,1,773,144.157755,449.14457,44.0,,
16.8,11.53,2.47,1.4,0.26,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.05,0.0,0.024,0.014,0.0,0.0,0,0,1348.0,,0.0,1.0,,1.0,,1,823,132.389775,424.627945,48.0,,
16.8,11.53,2.47,1.4,0.26,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.05,0.0,0.024,0.014,0.0,0.0,0,0,1348.0,,0.0,1.0,,1.0,,1,873,134.351105,416.782625,46.0,,
16.8,11.53,2.47,1.4,0.26,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.05,0.0,0.024,0.014,0.0,0.0,0,0,1348.0,,0.0,1.0,,1.0,,1,923,122.583125,372.6527,47.0,,
16.62,11.5,2.44,1.54,0.5,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.06,0.0,0.024,0.005,0.0,0.0,0,0,1348.0,,0.0,1.0,,1.0,,1,293,313.8128,580.55368,55.0,,
16.62,11.5,2.44,1.54,0.5,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.06,0.0,0.024,0.005,0.0,0.0,0,0,1348.0,,0.0,1.0,,1.0,,1,523,219.66896,470.7192,37.0,,
16.62,11.5,2.44,1.54,0.5,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.06,0.0,0.024,0.005,0.0,0.0,0,0,1348.0,,0.0,1.0,,1.0,,1,573,213.78497,470.7192,39.0,,
16.62,11.5,2.44,1.54,0.5,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.06,0.0,0.024,0.005,0.0,0.0,0,0,1348.0,,0.0,1.0,,1.0,,1,623,214.765635,466.79654,36.0,,
16.62,11.5,2.44,1.54,0.5,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.06,0.0,0.024,0.005,0.0,0.0,0,0,1348.0,,0.0,1.0,,1.0,,1,673,203.97832,475.622525,39.0,,
16.62,11.5,2.44,1.54,0.5,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.06,0.0,0.024,0.005,0.0,0.0,0,0,1348.0,,0.0,1.0,,1.0,,1,723,189.268345,472.68053,39.0,,
16.62,11.5,2.44,1.54,0.5,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.06,0.0,0.024,0.005,0.0,0.0,0,0,1348.0,,0.0,1.0,,1.0,,1,773,174.55837,445.22191,39.0,,
16.62,11.5,2.44,1.54,0.5,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.06,0.0,0.024,0.005,0.0,0.0,0,0,1348.0,,0.0,1.0,,1.0,,1,823,169.655045,446.202575,37.0,,
16.62,11.5,2.44,1.54,0.5,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.06,0.0,0.024,0.005,0.0,0.0,0,0,1348.0,,0.0,1.0,,1.0,,1,873,170.63571,425.60861,35.0,,
16.62,11.5,2.44,1.54,0.5,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.06,0.0,0.024,0.005,0.0,0.0,0,0,1348.0,,0.0,1.0,,1.0,,1,923,173.577705,396.18866,32.0,,
17.32,11.97,2.83,1.58,0.61,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.06,0.0,0.025,0.008,0.0,0.0,0,0,1348.0,,0.0,1.0,,1.0,,1,293,271.644205,634.490255,52.0,,
17.32,11.97,2.83,1.58,0.61,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.06,0.0,0.025,0.008,0.0,0.0,0,0,1348.0,,0.0,1.0,,1.0,,1,523,214.765635,521.71378,27.0,,
17.32,11.97,2.83,1.58,0.61,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.06,0.0,0.025,0.008,0.0,0.0,0,0,1348.0,,0.0,1.0,,1.0,,1,573,199.074995,523.67511,29.0,,
17.32,11.97,2.83,1.58,0.61,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.06,0.0,0.025,0.008,0.0,0.0,0,0,1348.0,,0.0,1.0,,1.0,,1,623,199.074995,526.617105,26.0,,
17.32,11.97,2.83,1.58,0.61,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.06,0.0,0.025,0.008,0.0,0.0,0,0,1348.0,,0.0,1.0,,1.0,,1,673,195.152335,520.733115,29.0,,
17.32,11.97,2.83,1.58,0.61,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.06,0.0,0.025,0.008,0.0,0.0,0,0,1348.0,,0.0,1.0,,1.0,,1,723,213.78497,513.86846,28.0,,
17.32,11.97,2.83,1.58,0.61,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.06,0.0,0.025,0.008,0.0,0.0,0,0,1348.0,,0.0,1.0,,1.0,,1,773,187.307015,507.98447,30.0,,
17.32,11.97,2.83,1.58,0.61,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.06,0.0,0.025,0.008,0.0,0.0,0,0,1348.0,,0.0,1.0,,1.0,,1,823,187.307015,496.21649,34.0,,
17.32,11.97,2.83,1.58,0.61,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.06,0.0,0.025,0.008,0.0,0.0,0,0,1348.0,,0.0,1.0,,1.0,,1,873,182.40369,473.661195,26.0,,
17.32,11.97,2.83,1.58,0.61,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.06,0.0,0.025,0.008,0.0,0.0,0,0,1348.0,,0.0,1.0,,1.0,,1,923,166.71305,436.395925,27.0,,
17.5,11.89,2.73,1.44,0.38,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.07,0.0,0.024,0.008,0.0,0.0,0,0,1348.0,,0.0,1.0,,1.0,,1,293,288.31551,619.78028,54.0,,
17.5,11.89,2.73,1.44,0.38,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.07,0.0,0.024,0.008,0.0,0.0,0,0,1348.0,,0.0,1.0,,1.0,,1,523,184.36502,498.17782,38.0,,
17.5,11.89,2.73,1.44,0.38,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.07,0.0,0.024,0.008,0.0,0.0,0,0,1348.0,,0.0,1.0,,1.0,,1,573,196.133,505.042475,38.0,,
17.5,11.89,2.73,1.44,0.38,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.07,0.0,0.024,0.008,0.0,0.0,0,0,1348.0,,0.0,1.0,,1.0,,1,623,199.074995,507.003805,41.0,,
17.5,11.89,2.73,1.44,0.38,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.07,0.0,0.024,0.008,0.0,0.0,0,0,1348.0,,0.0,1.0,,1.0,,1,673,180.44236,506.02314,41.0,,
17.5,11.89,2.73,1.44,0.38,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.07,0.0,0.024,0.008,0.0,0.0,0,0,1348.0,,0.0,1.0,,1.0,,1,723,170.63571,489.351835,31.0,,
17.5,11.89,2.73,1.44,0.38,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.07,0.0,0.024,0.008,0.0,0.0,0,0,1348.0,,0.0,1.0,,1.0,,1,773,160.82906,462.87388,30.0,,
17.5,11.89,2.73,1.44,0.38,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.07,0.0,0.024,0.008,0.0,0.0,0,0,1348.0,,0.0,1.0,,1.0,,1,823,144.157755,464.83521,27.0,,
17.5,11.89,2.73,1.44,0.38,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.07,0.0,0.024,0.008,0.0,0.0,0,0,1348.0,,0.0,1.0,,1.0,,1,873,150.041745,454.047895,42.0,,
17.5,11.89,2.73,1.44,0.38,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.07,0.0,0.024,0.008,0.0,0.0,0,0,1348.0,,0.0,1.0,,1.0,,1,923,136.312435,407.95664,40.0,,
17.05,11.37,2.19,1.4,0.45,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.05,0.0,0.023,0.02,0.0,0.0,0,0,1348.0,,0.0,1.0,,1.0,,1,293,271.644205,590.36033,51.0,,
17.05,11.37,2.19,1.4,0.45,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.05,0.0,0.023,0.02,0.0,0.0,0,0,1348.0,,0.0,1.0,,1.0,,1,473,197.113665,488.37117,35.0,,
17.05,11.37,2.19,1.4,0.45,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.05,0.0,0.023,0.02,0.0,0.0,0,0,1348.0,,0.0,1.0,,1.0,,1,523,191.229675,490.3325,34.0,,
17.05,11.37,2.19,1.4,0.45,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.05,0.0,0.023,0.02,0.0,0.0,0,0,1348.0,,0.0,1.0,,1.0,,1,573,204.958985,492.29383,36.0,,
17.05,11.37,2.19,1.4,0.45,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.05,0.0,0.023,0.02,0.0,0.0,0,0,1348.0,,0.0,1.0,,1.0,,1,673,181.423025,489.351835,39.0,,
17.05,11.37,2.19,1.4,0.45,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.05,0.0,0.023,0.02,0.0,0.0,0,0,1348.0,,0.0,1.0,,1.0,,1,723,183.384355,479.545185,40.0,,
17.05,11.37,2.19,1.4,0.45,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.05,0.0,0.023,0.02,0.0,0.0,0,0,1348.0,,0.0,1.0,,1.0,,1,773,157.887065,467.777205,34.0,,
17.05,11.37,2.19,1.4,0.45,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.05,0.0,0.023,0.02,0.0,0.0,0,0,1348.0,,0.0,1.0,,1.0,,1,823,158.86773,438.357255,33.0,,
17.05,11.37,2.19,1.4,0.45,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.05,0.0,0.023,0.02,0.0,0.0,0,0,1348.0,,0.0,1.0,,1.0,,1,873,149.06108,414.821295,27.0,,
17.05,11.37,2.19,1.4,0.45,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.05,0.0,0.023,0.02,0.0,0.0,0,0,1348.0,,0.0,1.0,,1.0,,1,923,156.9064,404.03398,31.0,,
17.19,12.23,2.39,1.45,0.37,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.06,0.0,0.03,0.016,0.0,0.0,0,0,1348.0,,0.0,1.0,,1.0,,1,293,242.224255,574.66969,58.0,,
17.19,12.23,2.39,1.45,0.37,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.06,0.0,0.03,0.016,0.0,0.0,0,0,1348.0,,0.0,1.0,,1.0,,1,673,139.25443,469.738535,38.0,,
17.19,12.23,2.39,1.45,0.37,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.06,0.0,0.03,0.016,0.0,0.0,0,0,1348.0,,0.0,1.0,,1.0,,1,773,129.44778,469.738535,39.0,,
17.3,11.6,2.56,1.59,0.41,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.05,0.0,0.023,0.019,0.0,0.0,0,0,1348.0,,0.0,1.0,,1.0,,1,293,280.47019,568.7857,56.0,,
17.3,11.6,2.56,1.59,0.41,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.05,0.0,0.023,0.019,0.0,0.0,0,0,1348.0,,0.0,1.0,,1.0,,1,523,201.036325,441.29925,44.0,,
17.3,11.6,2.56,1.59,0.41,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.05,0.0,0.023,0.019,0.0,0.0,0,0,1348.0,,0.0,1.0,,1.0,,1,573,194.17167,440.318585,37.0,,
17.3,11.6,2.56,1.59,0.41,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.05,0.0,0.023,0.019,0.0,0.0,0,0,1348.0,,0.0,1.0,,1.0,,1,623,182.40369,436.395925,37.0,,
17.3,11.6,2.56,1.59,0.41,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.05,0.0,0.023,0.019,0.0,0.0,0,0,1348.0,,0.0,1.0,,1.0,,1,673,180.44236,441.29925,37.0,,
17.3,11.6,2.56,1.59,0.41,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.05,0.0,0.023,0.019,0.0,0.0,0,0,1348.0,,0.0,1.0,,1.0,,1,723,171.616375,415.80196,39.0,,
17.3,11.6,2.56,1.59,0.41,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.05,0.0,0.023,0.019,0.0,0.0,0,0,1348.0,,0.0,1.0,,1.0,,1,773,154.94507,415.80196,36.0,,
17.3,11.6,2.56,1.59,0.41,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.05,0.0,0.023,0.019,0.0,0.0,0,0,1348.0,,0.0,1.0,,1.0,,1,823,153.964405,392.266,32.0,,
17.3,11.6,2.56,1.59,0.41,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.05,0.0,0.023,0.019,0.0,0.0,0,0,1348.0,,0.0,1.0,,1.0,,1,873,143.17709,378.53669,38.0,,
17.3,11.6,2.56,1.59,0.41,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.05,0.0,0.023,0.019,0.0,0.0,0,0,1348.0,,0.0,1.0,,1.0,,1,923,143.17709,349.11674,50.0,,
17.28,12.5,2.4,1.44,0.34,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.06,0.0,0.029,0.018,0.0,0.0,0,0,1348.0,,0.0,1.0,,1.0,,1,293,299.102825,615.85762,53.0,,
17.28,12.5,2.4,1.44,0.34,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.06,0.0,0.029,0.018,0.0,0.0,0,0,1348.0,,0.0,1.0,,1.0,,1,473,215.7463,507.003805,40.0,,
17.28,12.5,2.4,1.44,0.34,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.06,0.0,0.029,0.018,0.0,0.0,0,0,1348.0,,0.0,1.0,,1.0,,1,523,223.59162,497.197155,37.0,,
17.28,12.5,2.4,1.44,0.34,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.06,0.0,0.029,0.018,0.0,0.0,0,0,1348.0,,0.0,1.0,,1.0,,1,573,191.229675,505.042475,36.0,,
17.28,12.5,2.4,1.44,0.34,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.06,0.0,0.029,0.018,0.0,0.0,0,0,1348.0,,0.0,1.0,,1.0,,1,673,203.97832,500.13915,36.0,,
17.28,12.5,2.4,1.44,0.34,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.06,0.0,0.029,0.018,0.0,0.0,0,0,1348.0,,0.0,1.0,,1.0,,1,723,190.24901,499.158485,40.0,,
17.28,12.5,2.4,1.44,0.34,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.06,0.0,0.029,0.018,0.0,0.0,0,0,1348.0,,0.0,1.0,,1.0,,1,773,153.964405,448.163905,36.0,,
17.28,12.5,2.4,1.44,0.34,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.06,0.0,0.029,0.018,0.0,0.0,0,0,1348.0,,0.0,1.0,,1.0,,1,823,182.40369,464.83521,33.0,,
17.28,12.5,2.4,1.44,0.34,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.06,0.0,0.029,0.018,0.0,0.0,0,0,1348.0,,0.0,1.0,,1.0,,1,873,182.40369,436.395925,,,
17.28,12.5,2.4,1.44,0.34,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.06,0.0,0.029,0.018,0.0,0.0,0,0,1348.0,,0.0,1.0,,1.0,,1,923,143.17709,407.95664,29.0,,
16.76,12.3,2.36,1.69,0.56,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.06,0.0,0.02,0.016,0.0,0.0,0,0,1348.0,,0.0,1.0,,1.0,,1,293,223.59162,591.340995,58.0,,
16.76,12.3,2.36,1.69,0.56,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.06,0.0,0.02,0.016,0.0,0.0,0,0,1348.0,,0.0,1.0,,1.0,,1,473,153.964405,502.10048,46.0,,
16.76,12.3,2.36,1.69,0.56,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.06,0.0,0.02,0.016,0.0,0.0,0,0,1348.0,,0.0,1.0,,1.0,,1,573,143.17709,494.25516,41.0,,
16.76,12.3,2.36,1.69,0.56,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.06,0.0,0.02,0.016,0.0,0.0,0,0,1348.0,,0.0,1.0,,1.0,,1,673,136.312435,489.351835,41.0,,
16.76,12.3,2.36,1.69,0.56,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.06,0.0,0.02,0.016,0.0,0.0,0,0,1348.0,,0.0,1.0,,1.0,,1,773,123.56379,478.56452,40.0,,
16.76,12.3,2.36,1.69,0.56,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.06,0.0,0.02,0.016,0.0,0.0,0,0,1348.0,,0.0,1.0,,1.0,,1,823,118.660465,480.52585,40.0,,
16.76,12.3,2.36,1.69,0.56,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.06,0.0,0.02,0.016,0.0,0.0,0,0,1348.0,,0.0,1.0,,1.0,,1,873,114.737805,435.41526,40.0,,
16.76,12.3,2.36,1.69,0.56,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.06,0.0,0.02,0.016,0.0,0.0,0,0,1348.0,,0.0,1.0,,1.0,,1,923,107.87315,403.053315,39.0,,
16.76,12.3,2.36,1.69,0.56,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.06,0.0,0.02,0.016,0.0,0.0,0,0,1348.0,,0.0,1.0,,1.0,,1,973,116.699135,350.097405,47.0,,
16.74,12.94,2.57,1.65,0.49,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.05,0.0,0.024,0.021,0.0,0.0,0,0,1348.0,,0.0,1.0,,1.0,,1,293,321.65812,578.59235,56.0,,
16.74,12.94,2.57,1.65,0.49,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.05,0.0,0.024,0.021,0.0,0.0,0,0,1348.0,,0.0,1.0,,1.0,,1,523,170.63571,489.351835,43.0,,
16.74,12.94,2.57,1.65,0.49,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.05,0.0,0.024,0.021,0.0,0.0,0,0,1348.0,,0.0,1.0,,1.0,,1,573,164.75172,488.37117,41.0,,
16.74,12.94,2.57,1.65,0.49,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.05,0.0,0.024,0.021,0.0,0.0,0,0,1348.0,,0.0,1.0,,1.0,,1,623,161.809725,490.3325,43.0,,
16.74,12.94,2.57,1.65,0.49,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.05,0.0,0.024,0.021,0.0,0.0,0,0,1348.0,,0.0,1.0,,1.0,,1,673,160.82906,492.29383,44.0,,
16.74,12.94,2.57,1.65,0.49,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.05,0.0,0.024,0.021,0.0,0.0,0,0,1348.0,,0.0,1.0,,1.0,,1,723,142.196425,480.52585,43.0,,
16.74,12.94,2.57,1.65,0.49,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.05,0.0,0.024,0.021,0.0,0.0,0,0,1348.0,,0.0,1.0,,1.0,,1,773,181.423025,469.738535,44.0,,
16.74,12.94,2.57,1.65,0.49,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.05,0.0,0.024,0.021,0.0,0.0,0,0,1348.0,,0.0,1.0,,1.0,,1,823,143.17709,462.87388,40.0,,
16.74,12.94,2.57,1.65,0.49,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.05,0.0,0.024,0.021,0.0,0.0,0,0,1348.0,,0.0,1.0,,1.0,,1,873,128.467115,436.395925,40.0,,
16.74,12.94,2.57,1.65,0.49,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.05,0.0,0.024,0.021,0.0,0.0,0,0,1348.0,,0.0,1.0,,1.0,,1,923,124.544455,405.99531,47.0,,
17.32,11.46,2.25,1.43,0.41,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.04,0.0,0.024,0.023,0.0,0.0,0,0,1348.0,,0.0,1.0,,1.0,,1,293,211.82364,579.573015,60.0,,
17.32,11.46,2.25,1.43,0.41,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.04,0.0,0.024,0.023,0.0,0.0,0,0,1348.0,,0.0,1.0,,1.0,,1,473,147.09975,461.893215,48.0,,
17.32,11.46,2.25,1.43,0.41,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.04,0.0,0.024,0.023,0.0,0.0,0,0,1348.0,,0.0,1.0,,1.0,,1,573,121.60246,452.086565,44.0,,
17.32,11.46,2.25,1.43,0.41,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.04,0.0,0.024,0.023,0.0,0.0,0,0,1348.0,,0.0,1.0,,1.0,,1,673,132.389775,454.047895,40.0,,
17.32,11.46,2.25,1.43,0.41,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.04,0.0,0.024,0.023,0.0,0.0,0,0,1348.0,,0.0,1.0,,1.0,,1,773,117.6798,426.589275,40.0,,
17.32,11.46,2.25,1.43,0.41,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.04,0.0,0.024,0.023,0.0,0.0,0,0,1348.0,,0.0,1.0,,1.0,,1,823,100.02783,415.80196,41.0,,
17.32,11.46,2.25,1.43,0.41,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.04,0.0,0.024,0.023,0.0,0.0,0,0,1348.0,,0.0,1.0,,1.0,,1,873,96.10517,392.266,41.0,,
17.32,11.46,2.25,1.43,0.41,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.04,0.0,0.024,0.023,0.0,0.0,0,0,1348.0,,0.0,1.0,,1.0,,1,923,92.18251,364.80738,46.0,,
17.32,11.46,2.25,1.43,0.41,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.04,0.0,0.024,0.023,0.0,0.0,0,0,1348.0,,0.0,1.0,,1.0,,1,973,99.047165,319.69679,52.0,,
